         1368402654 function calls (1274850096 primitive calls) in 738.679 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2835    0.002    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:292(p1)
    26830    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/lines.py:609(get_markevery)
     1680    0.002    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/numeric.py:1855(isscalar)
      105    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/io/parsers/readers.py:2133(_refine_defaults_read)
     3780    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/collections.py:860(_set_mappable_flags)
     3780    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/cycler/__init__.py:334(__len__)
     5670    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/figure.py:162(<genexpr>)
     3990    0.002    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/slicer/slicer_internal.py:321(reduced_o)
      105    0.002    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/io/parsers/base_parser.py:871(_do_date_conversions)
    31185    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/linalg/linalg.py:488(_unary_dispatcher)
      945    0.003    0.000    0.003    0.000 {built-in method PIL._imaging.map_buffer}
    28720    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/markers.py:336(get_path)
    27405    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/ticker.py:1762(tick_values)
     3780    0.003    0.000    0.003    0.000 {method 'copy' of 'numpy.generic' objects}
    31185    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/multiarray.py:85(empty_like)
        9    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1127(get_data)
     2835    0.002    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/weakref.py:510(update)
      609    0.002    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/generic.py:586(_get_axis)
    23730    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:1004(minpos)
     9580    0.002    0.000    0.003    0.000 <frozen posixpath>:41(_get_sep)
      441    0.001    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/base.py:82(shape)
    12285    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backend_bases.py:1758(<lambda>)
    30240    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/numeric.py:337(_full_like_dispatcher)
    30345    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/multiarray.py:669(result_type)
      105    0.003    0.000    0.003    0.000 {method 'close' of '_io.TextIOWrapper' objects}
    30240    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/lib/twodim_base.py:230(_diag_dispatcher)
       84    0.001    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/frame.py:3983(_ixs)
     1894    0.001    0.000    0.003    0.000 <frozen posixpath>:60(isabs)
    18900    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2589(_ptp_dispatcher)
      945    0.003    0.000    0.003    0.000 {built-in method PIL._imaging.zip_encoder}
    26830    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/markers.py:296(get_marker)
     7560    0.002    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:541(formatter)
      105    0.001    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:1778(<listcomp>)
    26830    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/lines.py:901(get_drawstyle)
      567    0.001    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/generic.py:6284(__getattr__)
    16250    0.003    0.000    0.003    0.000 {method 'get_bitmap_offset' of 'matplotlib.ft2font.FT2Font' objects}
    26830    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/artist.py:594(get_url)
      693    0.001    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/generic.py:339(_from_mgr)
    30240    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/lib/polynomial.py:168(_roots_dispatcher)
     2940    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/contextlib.py:472(__init__)
     1890    0.002    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/PIL/Image.py:835(load)
      808    0.001    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/_dtype.py:330(_name_includes_bit_suffix)
      948    0.002    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/inspect.py:167(get_annotations)
     1743    0.002    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/blocks.py:2674(get_block_type)
     1575    0.002    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/_asarray.py:108(<setcomp>)
       84    0.000    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/blocks.py:398(reduce)
     2772    0.001    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/construction.py:696(_sanitize_ndim)
     1890    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/ma/extras.py:289(<listcomp>)
      945    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/shap/utils/_general.py:150(encode_array_if_needed)
      420    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/dtypes/cast.py:551(maybe_promote)
     1890    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/spines.py:548(from_dict)
      483    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/_config/config.py:127(_get_single_key)
      105    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/io/common.py:1233(dedup_names)
     2835    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/fromnumeric.py:3176(ndim)
    11340    0.002    0.000    0.002    0.000 {built-in method _functools.reduce}
     7350    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/shap/_explanation.py:861(list_wrap)
     2289    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/common.py:568(require_length_match)
       84    0.000    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/series.py:6480(all)
      714    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/blocks.py:2716(new_block)
       84    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/construction.py:237(ndarray_to_mgr)
      420    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/frame.py:659(_constructor_from_mgr)
    16250    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backend_bases.py:779(get_antialiased)
     3780    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/figure.py:163(<lambda>)
        1    0.000    0.000    0.002    0.002 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/PIL/ImageMath.py:1(<module>)
     4735    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/inspect.py:3002(<genexpr>)
      273    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/warnings.py:166(simplefilter)
    14175    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/cbook.py:97(__init__)
      947    0.001    0.000    0.002    0.000 <frozen posixpath>:389(normpath)
      948    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/inspect.py:735(unwrap)
        1    0.002    0.002    0.002    0.002 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/font_manager.py:1496(_get_font)
      105    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/io/common.py:207(validate_header_arg)
     1890    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/PIL/Image.py:2915(_check_size)
      168    0.000    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/nanops.py:543(nanall)
      133    0.000    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/logging/__init__.py:1479(info)
     7245    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:1019(minposx)
     8505    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:1034(minposy)
    14175    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/spines.py:199(get_path)
      105    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/construction.py:487(<listcomp>)
    15750    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/scale.py:78(limit_range_for_scale)
      105    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/io/parsers/base_parser.py:191(_validate_parse_dates_presence)
     1891    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/_api/__init__.py:53(__get__)
      819    0.002    0.000    0.002    0.000 {built-in method _warnings._filters_mutated}
     1727    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/logging/__init__.py:1734(isEnabledFor)
     4725    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:272(y1)
     2835    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/PIL/Image.py:499(__init__)
      945    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axes/_axes.py:6953(<listcomp>)
      945    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/container.py:19(__init__)
     2835    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/_pylab_helpers.py:55(<genexpr>)
       84    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexes/base.py:1146(take)
     7560    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:520(__init__)
     3903    0.002    0.000    0.002    0.000 {method 'rfind' of 'str' objects}
       84    0.002    0.000    0.002    0.000 {built-in method _operator.invert}
    15120    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/lib/type_check.py:120(real)
    13230    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axes/_base.py:1167(get_axes_locator)
      945    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backend_bases.py:1127(interval)
      105    0.002    0.000    0.002    0.000 <string>:2(__init__)
     1587    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/font_manager.py:1109(_expand_aliases)
     5670    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/collections.py:562(get_offsets)
    11970    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:841(_set_autoscale_on)
      546    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/dtypes/common.py:137(is_object_dtype)
      946    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/pyplot.py:1112(get_fignums)
     2835    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/figure.py:91(bubble)
      945    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/lib/histograms.py:283(_ravel_and_check_weights)
    13230    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:837(_get_autoscale_on)
       84    0.000    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:287(get_dtypes)
      189    0.000    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/construction.py:769(_try_cast)
      399    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:236(set_axis)
      504    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/series.py:734(name)
     2835    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axes/_base.py:846(<dictcomp>)
     3780    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axes/_base.py:1736(<genexpr>)
     2835    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/gridspec.py:766(update)
    11340    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backend_bases.py:1921(device_pixel_ratio)
       84    0.000    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/frame.py:11458(blk_func)
     8505    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:691(isDefault_majloc)
     1848    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/dtypes/base.py:238(construct_from_string)
     5895    0.002    0.000    0.002    0.000 <frozen codecs>:331(getstate)
      945    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/cbook.py:1728(safe_first_element)
     3780    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/cbook.py:688(clear)
     3740    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/_weakrefset.py:39(_remove)
     1323    0.000    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/base.py:84(<genexpr>)
    15120    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/bezier.py:232(control_points)
      189    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/series.py:664(_constructor_from_mgr)
     9654    0.002    0.000    0.002    0.000 {method 'endswith' of 'str' objects}
     1890    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/slicer/slicer_internal.py:189(resolve)
      945    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/gridspec.py:541(__init__)
     1890    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/collections.py:738(_get_default_antialiased)
     3780    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/weakref.py:414(__getitem__)
     1890    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/cbook.py:2108(__init__)
      168    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexes/base.py:5170(_get_engine_target)
     1890    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/gridspec.py:551(_from_subplot_args)
      399    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/series.py:784(name)
      735    0.002    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/lib/histograms.py:304(_get_outer_edges)
     2835    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/weakref.py:417(__len__)
      105    0.001    0.000    0.002    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/io/parsers/readers.py:1627(_get_options_with_defaults)
