         1368402654 function calls (1274850096 primitive calls) in 738.679 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     5670    0.005    0.000    0.008    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/weakref.py:367(__init__)
      168    0.001    0.000    0.008    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/blocks.py:387(apply)
      945    0.008    0.000    0.008    0.000 {method 'flush' of '_io.BufferedRandom' objects}
     1995    0.007    0.000    0.008    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/slicer/slicer_internal.py:263(update)
     1890    0.003    0.000    0.008    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/rcsetup.py:163(validate_axisbelow)
     2835    0.003    0.000    0.008    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backend_bases.py:2681(notify_axes_change)
    91905    0.008    0.000    0.008    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backend_bases.py:157(open_group)
      105    0.007    0.000    0.008    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/urllib/parse.py:374(urlparse)
    73765    0.008    0.000    0.008    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backend_bases.py:808(get_dashes)
    91905    0.008    0.000    0.008    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backend_bases.py:164(close_group)
       84    0.000    0.000    0.008    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:1483(reduce)
    15750    0.006    0.000    0.008    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:1625(get_major_locator)
     3780    0.003    0.000    0.008    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/collections.py:710(<listcomp>)
      945    0.002    0.000    0.008    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:2618(set_label_position)
       84    0.007    0.000    0.008    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexes/base.py:3955(_get_indexer)
    73765    0.008    0.000    0.008    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backend_bases.py:845(get_snap)
      945    0.005    0.000    0.007    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/cbook.py:259(disconnect)
    41787    0.007    0.000    0.007    0.000 {method 'join' of 'str' objects}
     2835    0.003    0.000    0.007    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/shap/_explanation.py:212(feature_names)
      945    0.002    0.000    0.007    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/pyplot.py:549(draw_if_interactive)
    79860    0.007    0.000    0.007    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/enum.py:1238(__deepcopy__)
       84    0.000    0.000    0.007    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/dtypes/common.py:1277(is_extension_array_dtype)
    67956    0.007    0.000    0.007    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/multiarray.py:1080(copyto)
     3780    0.002    0.000    0.007    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/colors.py:965(copy)
    26145    0.007    0.000    0.007    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:1790(have_units)
     2835    0.005    0.000    0.007    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/slicer/slicer_internal.py:404(head_slice)
    51480    0.007    0.000    0.007    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/cbook.py:1686(<lambda>)
       84    0.000    0.000    0.007    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/frame.py:6488(isna)
    73765    0.007    0.000    0.007    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backend_bases.py:997(get_hatch_color)
     2835    0.005    0.000    0.007    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/_pylab_helpers.py:99(get_active)
     7560    0.004    0.000    0.007    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/text.py:1147(set_fontweight)
     1890    0.003    0.000    0.007    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:2643(__init__)
    62800    0.007    0.000    0.007    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/fromnumeric.py:3265(_round_dispatcher)
    68040    0.007    0.000    0.007    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/fromnumeric.py:1877(_nonzero_dispatcher)
    33986    0.007    0.000    0.007    0.000 {method 'get_width_height' of 'matplotlib.ft2font.FT2Font' objects}
      945    0.001    0.000    0.007    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/figure.py:2142(_set_artist_props)
    81514    0.007    0.000    0.007    0.000 {method 'extend' of 'list' objects}
     1281    0.005    0.000    0.007    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/generic.py:278(__init__)
    73765    0.007    0.000    0.007    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backend_bases.py:1005(get_hatch_linewidth)
      808    0.002    0.000    0.007    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/_dtype.py:346(_name_get)
    52920    0.007    0.000    0.007    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:357(<dictcomp>)
     1890    0.003    0.000    0.007    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/pyplot.py:1075(gcf)
      945    0.000    0.000    0.007    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/PIL/Image.py:315(preinit)
    15393    0.007    0.000    0.007    0.000 {method 'remove' of 'list' objects}
    31185    0.007    0.000    0.007    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/linalg/linalg.py:203(_assert_stacked_2d)
    17010    0.005    0.000    0.006    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/spines.py:591(__iter__)
     9450    0.003    0.000    0.006    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/ma/core.py:6677(is_masked)
    50262    0.006    0.000    0.006    0.000 {built-in method _thread.get_ident}
    73765    0.006    0.000    0.006    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backend_bases.py:1009(get_sketch_params)
      945    0.004    0.000    0.006    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/figure.py:1788(<listcomp>)
     1890    0.002    0.000    0.006    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/figure.py:1688(_process_projection_requirements)
     2835    0.003    0.000    0.006    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/figure.py:2612(set_layout_engine)
    11340    0.004    0.000    0.006    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/artist.py:267(<genexpr>)
    27405    0.006    0.000    0.006    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/_ufunc_config.py:426(__init__)
      945    0.002    0.000    0.006    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backend_bases.py:2349(new_timer)
       84    0.000    0.000    0.006    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/base.py:176(isna)
     3780    0.004    0.000    0.006    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backend_bases.py:3278(update)
    46309    0.006    0.000    0.006    0.000 {method 'setdefault' of 'dict' objects}
    39930    0.006    0.000    0.006    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:135(<dictcomp>)
       84    0.000    0.000    0.006    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:421(astype)
     5355    0.004    0.000    0.006    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:2532(get_minpos)
     9466    0.003    0.000    0.006    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/numerictypes.py:283(issubclass_)
      945    0.003    0.000    0.006    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axes/_base.py:2443(add_container)
    15372    0.004    0.000    0.006    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/dtypes/generic.py:37(_check)
      105    0.002    0.000    0.006    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:557(copy)
      210    0.002    0.000    0.006    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/io/common.py:1204(is_potential_multi_index)
      105    0.002    0.000    0.006    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/io/common.py:292(is_fsspec_url)
      504    0.003    0.000    0.006    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/array_algos/take.py:564(_take_preprocess_indexer_and_fill_value)
     8505    0.005    0.000    0.006    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/ticker.py:694(get_offset)
    67095    0.006    0.000    0.006    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/shape_base.py:19(_atleast_1d_dispatcher)
      294    0.002    0.000    0.006    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:1863(from_array)
     1890    0.005    0.000    0.006    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/PIL/Image.py:527(_new)
     1587    0.003    0.000    0.006    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/font_manager.py:1117(score_family)
      105    0.003    0.000    0.006    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/io/parsers/readers.py:1685(_clean_options)
     4725    0.002    0.000    0.006    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:971(y1)
      945    0.002    0.000    0.005    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/PIL/Image.py:413(_getencoder)
     5670    0.004    0.000    0.005    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:2775(get_minpos)
    52425    0.005    0.000    0.005    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/lib/stride_tricks.py:476(_broadcast_arrays_dispatcher)
     4725    0.002    0.000    0.005    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:966(x1)
    50236    0.005    0.000    0.005    0.000 {method 'get_descent' of 'matplotlib.ft2font.FT2Font' objects}
    60480    0.005    0.000    0.005    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/fromnumeric.py:1764(_ravel_dispatcher)
    30610    0.005    0.000    0.005    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backends/backend_agg.py:245(get_canvas_width_height)
      924    0.002    0.000    0.005    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/generic.py:6301(__setattr__)
     1890    0.004    0.000    0.005    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/colors.py:1250(__init__)
    14175    0.004    0.000    0.005    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/spines.py:594(__len__)
      882    0.004    0.000    0.005    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/generic.py:6236(__finalize__)
    33664    0.005    0.000    0.005    0.000 {built-in method posix.fspath}
     3780    0.003    0.000    0.005    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/colors.py:783(__copy__)
      945    0.001    0.000    0.005    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/figure.py:3126(clear)
       84    0.000    0.000    0.005    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/blocks.py:723(astype)
      483    0.001    0.000    0.005    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/_config/config.py:145(_get_option)
    13230    0.005    0.000    0.005    0.000 {built-in method _struct.pack}
    39930    0.005    0.000    0.005    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:142(<dictcomp>)
     1890    0.005    0.000    0.005    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/rcsetup.py:151(validate_bool)
     1890    0.003    0.000    0.005    0.000 <frozen genericpath>:121(_splitext)
      945    0.003    0.000    0.005    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/PIL/PngImagePlugin.py:314(add_text)
      948    0.001    0.000    0.005    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/inspect.py:3023(replace)
    27405    0.005    0.000    0.005    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:740(get_remove_overlapping_locs)
       84    0.000    0.000    0.005    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexing.py:2632(check_bool_indexer)
    37800    0.005    0.000    0.005    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2096(_clip_dispatcher)
    45990    0.005    0.000    0.005    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/artist.py:428(is_transform_set)
     9450    0.005    0.000    0.005    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/cycler/__init__.py:438(<dictcomp>)
     7350    0.003    0.000    0.005    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/fromnumeric.py:1980(shape)
    44100    0.005    0.000    0.005    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/artist.py:846(get_in_layout)
      210    0.000    0.000    0.005    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/fromnumeric.py:1332(searchsorted)
    45990    0.005    0.000    0.005    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/artist.py:1368(get_mouseover)
     1890    0.005    0.000    0.005    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backends/backend_agg.py:86(_update_methods)
      945    0.002    0.000    0.005    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/ticker.py:1720(__init__)
     3780    0.002    0.000    0.005    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:1960(set_pickradius)
       84    0.001    0.000    0.005    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/generic.py:720(size)
     7480    0.004    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/weakref.py:369(remove)
    45990    0.004    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/artist.py:885(get_clip_box)
      947    0.002    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/functools.py:35(update_wrapper)
      945    0.002    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backend_bases.py:1075(__init__)
     1890    0.001    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/collections.py:438(set_pickradius)
       84    0.001    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/dtypes/astype.py:191(astype_array_safe)
      945    0.002    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/figure.py:1767(<listcomp>)
       84    0.001    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexing.py:1719(_getitem_axis)
     1995    0.002    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/io/parsers/c_parser_wrapper.py:367(<listcomp>)
      987    0.001    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexes/base.py:7688(maybe_extract_name)
    17010    0.004    0.000    0.004    0.000 <frozen _collections_abc>:812(__init__)
      945    0.003    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/cbook.py:1416(_reshape_2D)
    26830    0.004    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/markers.py:355(get_alt_path)
        1    0.000    0.000    0.004    0.004 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backends/backend_agg.py:1(<module>)
      189    0.001    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:1764(is_consolidated)
     9450    0.004    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/cycler/__init__.py:185(keys)
      399    0.002    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/blocks.py:2703(new_block_2d)
     1890    0.004    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/_pylab_helpers.py:117(set_active)
        9    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1007(get_code)
     3780    0.002    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/collections.py:789(get_edgecolor)
    45045    0.004    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/artist.py:881(get_clip_on)
     8505    0.003    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:530(locator)
     2835    0.004    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/figure.py:218(get_children)
     5671    0.003    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/_weakrefset.py:85(add)
    35910    0.004    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axes/_base.py:796(get_window_extent)
    37800    0.004    0.000    0.004    0.000 {built-in method math.floor}
     1890    0.003    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/projections/__init__.py:110(get_projection_class)
     1587    0.001    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/font_manager.py:1193(score_weight)
     1890    0.002    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/collections.py:506(set_hatch)
    38430    0.004    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/patches.py:851(get_width)
    17010    0.004    0.000    0.004    0.000 {method 'update' of 'set' objects}
      945    0.003    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/figure.py:905(clear)
     1050    0.002    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/contextlib.py:534(_push_cm_exit)
    16695    0.004    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:775(get_scale)
    11235    0.004    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/shap/_explanation.py:762(_first_item)
    30610    0.004    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/text.py:805(get_color)
      945    0.002    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backend_bases.py:3528(draw_if_interactive)
    15221    0.004    0.000    0.004    0.000 {method 'rpartition' of 'str' objects}
      273    0.002    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/warnings.py:467(__enter__)
      945    0.002    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/container.py:68(__init__)
     1997    0.004    0.000    0.004    0.000 {built-in method builtins.locals}
      105    0.004    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/io/parsers/c_parser_wrapper.py:194(close)
      945    0.003    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/numeric.py:67(zeros_like)
     1890    0.003    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/gridspec.py:416(<dictcomp>)
      210    0.004    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/dtypes/common.py:91(ensure_python_int)
     2836    0.004    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/getlimits.py:685(__init__)
      945    0.002    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/slicer/slicer_internal.py:186(_handle_aliases)
      105    0.001    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/io/common.py:131(close)
     1587    0.003    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/font_manager.py:1175(score_stretch)
     5670    0.004    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backend_bases.py:1223(__init__)
       94    0.000    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2979(prod)
      189    0.001    0.000    0.004    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:1772(_consolidate_check)
    24050    0.003    0.000    0.003    0.000 {built-in method math.isfinite}
     8505    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/figure.py:83(as_list)
    26830    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/markers.py:374(get_snap_threshold)
     7560    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:262(x1)
       84    0.000    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexers/utils.py:419(check_array_indexer)
    30610    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/artist.py:831(get_alpha)
      105    0.001    0.000    0.003    0.000 <frozen posixpath>:150(dirname)
     5670    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/collections.py:219(get_offset_transform)
        1    0.000    0.000    0.003    0.003 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/PIL/GifImagePlugin.py:1(<module>)
    27405    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/numeric.py:2245(_isclose_dispatcher)
      399    0.001    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/generic.py:807(_set_axis)
      105    0.002    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/io/parsers/base_parser.py:115(__init__)
     3780    0.001    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/ticker.py:520(set_useLocale)
    14175    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/slicer/slicer.py:245(_iter_tracked)
     9450    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/weakref.py:427(__setitem__)
     8190    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/scipy/sparse/_base.py:1513(issparse)
      105    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexes/range.py:201(_simple_new)
    38745    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/shape_base.py:77(_atleast_2d_dispatcher)
    15120    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/lib/type_check.py:166(imag)
     6617    0.002    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/pathlib.py:515(_from_parsed_parts)
     7770    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/lib/arraysetops.py:125(_unpack_tuple)
      210    0.002    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/io/common.py:1165(_is_binary_mode)
    16065    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/ticker.py:191(set_axis)
    24650    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:158(<dictcomp>)
    34020    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:2273(get_label_position)
       84    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexing.py:161(iloc)
     1890    0.002    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backend_bases.py:1270(__init__)
     3780    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axes/_base.py:2454(_unit_change_handler)
      133    0.001    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/logging/__init__.py:2133(info)
      945    0.002    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/blocks.py:2645(maybe_coerce_values)
      210    0.000    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/ma/core.py:6660(array)
    32500    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backend_bases.py:631(flipy)
    17010    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/ticker.py:1733(tick_values)
    30240    0.003    0.000    0.003    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/lib/function_base.py:5559(_append_dispatcher)
     7200    0.003    0.000    0.003    0.000 {built-in method math.copysign}
